,title,release_date,director,writers,actors,genres,plot_keywords,plot_summary,tag_lines,production_company,primary_language,runtime,color,country,sound_mix,meta_score,user_rating,budget,opening_weekend_date,opening_weekend_revenue,gross_revenue_date,gross_revenue,id,open_week_rev_currency,Date_weekend,Date_GrossRev,Date_released
17415,It's Alive,2April2009,Josef Rusnak,Larry Cohen;Paul Sopocy,Bijou Phillips;James Murray;Raphaël Coleman, Horror; Sci-Fi,baby;blood;nurse;mutant;monster,A baby born to a human couple turns out to be a mutant monster with an appetite to kill when scared.,Please be quiet. Do not wake him up.,Millennium Films;Foresight Unlimited;Signature Pictures,English,80 min,Color,USA, , ,3.5,10000000.0,,,,,17416,dollar,,,2009-04-02
17416,Haber,5August2008,Daniel Ragussis, ,Christian Berkel;Juliane Köhler;Wolf Kahler, Short; Biography; Drama,chemical warfare;world war one;one word title;character name in title,"In 1914, Fritz Haber is Germany's greatest chemist. His Nobel prize-winning synthetic fertilizers have saved the world from mass starvation. But as World War I breaks out across Europe, ...
                    ;See full summary; »",,Cinespire Entertainment,English,34 min,Color,USA,Dolby Digital, ,7.7,,,,,,17417,dollar,,,2008-08-05
17417,Goodbye Solo,26August2009,Ramin Bahrani,Bahareh Azimi;Ramin Bahrani,Souleymane Sy Savane;Red West;Diana Franco Galindo, Drama,friendship;north carolina;senegalese;box office;pregnancy,Two men form an unlikely friendship that will change both of their lives forever.,,Gigantic Pictures;ITVS;Lucky Hat Entertainment,English,91 min,Color,USA,Dolby Digital, ,7.4,,27March2009,38042.0,6November2009,871275.0,17418,dollar,2009-03-27,2009-11-06,2009-08-26
17418,Cookies & Cream,1March2009, , , , Drama,porn industry;single mother;trust;horse and carriage;billiards,,The show must go on.,One Way or Another Productions,English, ,Color,USA,Stereo, ,3.2,,,,,,17419,dollar,,,2009-03-01
17419,The Pirates Who Don't Do Anything: A VeggieTales Movie,11January2008,Mike Nawrocki, ,Tim Hodge;Mike Nawrocki;Phil Vischer, Animation; Adventure; Comedy; Family; Sci-Fi,pirate;17th century;waiter;vegetable;king,"Three lazy misfits - very timid Elliot (Larry the Cucumber), lazy Sedgewick (Mr. Lunt) and no self-confident George (Pa Grape) - dream of the day of putting on a show about pirates. With ...
                    ;See full summary; »",,Arc Productions;Big Idea Productions;Starz Animation,English, ,Color,USA,SDDS;Dolby Digital;DTS,49,5.7,15000000.0,11January2008,4251320.0,29February2008,12701880.0,17420,dollar,2008-01-11,2008-02-29,2008-01-11
17420,This Is the Life,9February2008, , , , Documentary, ,,,"DuVernay Agency, The",English, ,Color,USA,Stereo, ,8.0,,,,,,17421,dollar,,,2008-02-09
17421,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,1February2008,Bruce Hendricks,Michael Poryes;Rich Correll,Miley Cyrus;The Jonas Brothers;Kenny Ortega, Documentary; Music,concert film;slash in title;actress shares first name with character;hannah montana;singer,A 3-D concert film of the 2007 Hannah Montana/Miley Cyrus tour.,,PACE;Walt Disney Pictures,English,82 min,Color,USA,SDDS;Dolby Digital;DTS,59,2.3,7000000.0,1February2008,31117834.0,9May2008,65280346.0,17422,dollar,2008-02-01,2008-05-09,2008-02-01
17422,Short Term 12,23September2008, , , , Short; Drama,birthday;counselor;fight;adolescent;group home,,A film about kids and the grown-ups who hit them.,Flagpop,English,21 min,Color,USA, , ,7.5,3500.0,,,,,17423,dollar,,,2008-09-23
17423,Gospel Hill,21August2009,Giancarlo Esposito,Jeff Stacy;Jeffrey Pratt Gordon,Chloe Bailey;Adam Baldwin;Angela Bassett, Drama,church;kitchen;diner;work accident;watching tv,"A former sheriff of the southern town dealing with past sins, and a former civil rights worker, withdrawn since the martyrdom of his brother thirty years before, confront a threat to their town.",,Deco Entertainment;Full Glass Films;Great British Films,English,99 min,Color; Black and White,USA,Dolby, ,5.4,6000000.0,,,,,17424,dollar,,,2009-08-21
17424,All Roads Lead Home,27January2008,Dennis Fallon, ,Peter Coyote;Jason London;Vivien Cardone, Drama; Family,mother's;death;ranch;mom;tragedy,"The story is about a 12 year old girl who loses her mother in an automobile accident. Her father struggles with the loss of his wife and trying to raise his young daughter who believes her ...
                    ;See full summary; »",,Waldo West Productions,English, ,Color,USA,Dolby Digital, ,6.0,,,,,,17425,dollar,,,2008-01-27
17427,Columbus Day,26June2010, , , , Crime; Drama; Thriller,thief;flashback;chase;bar;bare chested male,,A Brilliant Thief. His Final Heist. The Score of a Lifetime.,Bert Marcus Productions;Columbus Day the Movie LLC;Trigger Street Productions,English,90 min,Color,USA,Dolby Digital, ,5.5,7000000.0,,,,,17428,dollar,,,2010-06-26
17428,Dakota Skye,14March2008,John Humber, ,Scott F. Anderson;Matt Baker;Eileen April Boylan, Drama; Romance,lie;rock band;teen angst;cigarette smoking;visiting friend,"For as long as she could remember, Dakota Skye has been cursed with a super power. She has the ability to see the truth in any lie she hears. From small, harmless white lies, to the more ...
                    ;See full summary; »",,Desert Skye Entertainment,English, ,Color,USA, , ,6.6,150000.0,,,,,17429,dollar,,,2008-03-14
17431,Sita Sings the Blues,12August2009, , , , Animation; Comedy; Fantasy; Musical; Romance,ramayana;unconditional love;religion;silhouette;collage,,The Greatest Break-Up Story Ever Told., ,English,82 min,Color,USA,Dolby Digital, ,7.7,,,,,,17432,dollar,,,2009-08-12
17432,Road to Hell,22September2008, , , , Action; Fantasy; Musical,soldier;future;surrealism;sequel;virtual set,,,Curnan Motion Picture Services (CMPS );Yellow Fever Productions,English,87 min,Color,USA,Dolby SR;D-Cinema 48kHz Dolby Surround 7.1, ,7.9,,,,,,17433,dollar,,,2008-09-22
17434,The Merry Gentleman,4December2009,Michael Keaton, ,Michael Keaton;Kelly Macdonald;Tom Bastounes, Drama,detective;party;killer;hitman;abusive relationship,"A woman leaves an abusive relationship to begin a new life in a new city, where she forms an unlikely and ironic relationship with a suicidal hit man (unbeknownst to her). Enter a worn, ...
                    ;See full summary; »",A man with a secret. A woman with a past. United by chance. They will find what's missing in each other. Fate never misses its target.,Jackson Income Fund;Merry Gentleman;South Water Pictures,English,110 min,Color,USA,Dolby Digital,55,6.6,5000000.0,1May2009,74981.0,24July2009,346286.0,17435,dollar,2009-05-01,2009-07-24,2009-12-04
17437,Dog Gone,28February2008,Mark Stouffer,Dennis S. Johnson;Mark Stouffer,Luke Benward;French Stewart;Kelly Perine, Comedy; Family; Fantasy,dog;diamond;tween girl;animal in title;dumb criminal,A courageous boy battles a gang of bumbling thieves to rescue a dog carrying a fortune in stolen diamonds.,,Diamond Dog;North by Northwest Entertainment,English,108 min,Color,USA, , ,4.8,,,,,,17438,dollar,,,2008-02-28
17442,Sex Galaxy,22August2008,Mike Davis, ,Anthony Jenkins;Stephen Heiser;Ben Phillips, Comedy; Sci-Fi,future;pimp;dystopia;female nudity;sex comedy,"One hundred years in the future... Due to overpopulation and the effects of global warming, sex has been declared illegal on Earth. When a crew of astronauts hear of a distant planet ...
                    ;See full summary; »",The world's first 'green' movie!,Stag Films,English, ,Color,USA, , ,3.4,,,,,,17443,dollar,,,2008-08-22
17447,Tennessee,26April2008,Aaron Woodley, ,Adam Rothenberg;Ethan Peck;Mariah Carey, Adventure; Comedy; Drama; Romance,road trip;abusive husband;singing;state in title;one word title,"The story of three people who strive to realize their dreams. Brothers Carter and Ellis set out on a road trip to their childhood home in a desperate search for their estranged father, who may hold the key to their future.",There is always one last chance,Lee Daniels Entertainment;Smokewood Entertainment Group,English,99 min,Color,USA,Dolby Digital,42,5.5,4000000.0,5June2009,9438.0,19June2009,15979.0,17448,dollar,2009-06-05,2009-06-19,2008-04-26
17450,How to Be a Serial Killer,15November2008,Luke Ricci, ,Dameon Clarke;Matthew Gray Gubler;Laura Regan, Comedy; Crime; Horror,video store;clerk;serial killer;video camera;trust,A serial killer decides to teach the secrets of his satisfying career to a video store clerk.,,Matador Motion Pictures,English,91 min,Color,USA, , ,5.6,2000000.0,24July2009,899.0,24July2009,899.0,17451,dollar,2009-07-24,2009-07-24,2008-11-15
17451,Harold,11July2008,T. Sean Shannon,T. Sean Shannon;Greg Fields,Spencer Breslin;Cuba Gooding Jr.;Nikki Blonsky, Comedy,janitor;high school;one word title;forename as title;low budget film,A teenager with an early onset of male-pattern baldness befriends his high school's janitor.,,Blue Star Pictures;City Lights Pictures;M.E.G.A. Films,English, ,Color,USA,Dolby Digital, ,5.5,3500000.0,,,,,17452,dollar,,,2008-07-11
17452,The Kreutzer Sonata,20June2008,Bernard Rose,Lisa Enos;Bernard Rose,Danny Huston;Elisabeth Röhm;Matthew Yang King, Drama,pianist;horse ride;husband kills wife;quarrel between married couple;middle age couple,"Based on ""The Kreutzer Sonata"" by Leo Tolstoy.",,Kreutzer Films,English,99 min,Color,USA,Mono, ,5.6,,,,,,17453,dollar,,,2008-06-20
17454,The 27 Club,26April2008,Erica Dunton, ,Joe Anderson;David P. Emrich;Eve Hewson, Drama,number in title,Twenty-seven is more than just a number. It is a lifetime.,,Bystander Films;3 Words Productions,English,94 min,Color,USA, , ,6.9,,,,,,17455,dollar,,,2008-04-26
17456,Come Hell or Highwater,30March2008, , , , Crime, ,,,Polluted Pictures;Dog Hole Pictures,English, ,Color,USA,Dolby Digital, ,5.2,20000.0,,,,,17457,dollar,,,2008-03-30
17457,The Secrets of Jonathan Sperry,18September2009,Rich Christiano,Dave Christiano;Rich Christiano,Gavin MacLeod;Jansen Panettiere;Robert Guillaume, Drama,boy;1970s;christian;christian film;note,An wise old Christian man imparts Biblical truths to three boys during the summer of 1970.,What he teaches you...will last forever.,Christiano Film Group,English,96 min,Color,USA,Stereo, ,6.8,1000000.0,18September2009,258400.0,7May2010,1355079.0,17458,dollar,2009-09-18,2010-05-07,2009-09-18
17458,3-Day Weekend,8August2008, , , , Drama; Romance,group of friends;male nudity;nudity;beard;gay,,Start packing,Guest House Films,English, ,Color,USA, , ,4.8,,,,,,17459,dollar,,,2008-08-08
17462,Flogging Margaret,5February2008,Oliver Assiran,Oliver Assiran;Brian Majeska,Nicholas Wilder;Jeb Kreager;Brenda Logan, Comedy,dominatrix;sex;cult film,"Boy loses girl, boy meets girl, ex interferes, boy drowns his sorrows in comic books, booze and pot - but, with the help of his friends and a couple of German dominatrix, everything works out in the end.",A Love Story About Revenge,Pull My Focus Productions,English, ,Color,USA, , ,4.8,75000.0,,,,,17463,dollar,,,2008-02-05
17464,Bart Got a Room,25April2008,Brian Hecker, ,Steven Kaplan;William H. Macy;Cheryl Hines, Comedy,prom;best friend;masturbation;voice over narration;teenage boy,"While Danny's father and mother independently search for love, Danny is on his own desperate quest to find a prom date. Danny's search becomes progressively more pathetic once he and his family learn that Bart, the school's biggest dweeb, not only secured a date for the prom, but got a hotel room as well.",,Basra Entertainment;Plum Pictures;SHRINK Media Inc.,English, ,Color,USA,Dolby Digital,57,5.7,2000000.0,3April2009,32764.0,17April2009,53760.0,17465,dollar,2009-04-03,2009-04-17,2008-04-25
17472,Fraternity House,28July2009, , , , Comedy,female in a shower;woman showering;woman in shower;girl in shower;showering,,,Alpha Theta Chi Films;TAV Productions,English, ,Color,USA, , ,2.5,50000.0,,,,,17473,dollar,,,2009-07-28
17476,Older Than America,10February2012, , , , Drama,boarding school;priest;country name in title;title spoken by character,,,Older Than America,English,102 min,Color,USA, , ,5.6,1000000.0,,,,,17477,dollar,,,2012-02-10
17477,Pig Hunt,31July2008,James Isaac,Robert Mailer Anderson;Zack Anderson,Travis Aaron Wade;Tina Huang;Howard Johnson Jr., Action; Horror; Thriller,pig;forest;cult;marijuana;emus,"When John takes his San Francisco friends to his deceased uncle's remote ranch to hunt wild pigs, it seems like a typical guys weekend with guns - despite the presence of John's sexy ...
                    ;See full summary; »",Get Muddy! Get Bloody! Kill Or Be Killed!,Pig Hunt Productions,English,99 min,Color,USA,Dolby SR;Dolby Digital, ,4.8,6000000.0,,,,,17478,dollar,,,2008-07-31
17478,Grizzly Park,7February2008, , , , Comedy; Horror,forest;park;serial killer;waterfall;cabin in the woods,,Eight troubled young people. Six days community service. It's gonna be a bear.,ScatterScream Productions,English, ,Color,USA, , ,4.1,,,,,,17479,dollar,,,2008-02-07
17480,Diminished Capacity,4July2008,Terry Kinney,Doug Bost;Sherwood Kiraly,Matthew Broderick;Virginia Madsen;Alan Alda, Comedy,memory;memory loss;journalist;old man;memorabilia,"A Chicago journalist suffering from memory loss takes leaves from his job and returns to his rural hometown, where he bonds with his Alzheimer's-impaired uncle Rollie and his old flame.",Sometimes what you lose is not as important as what you find.,Plum Pictures;Hanson Allen Films;Hart-Lunsford Pictures,English, ,Color,USA,Dolby Digital,54,5.7,,4July2008,11832.0,18July2008,21291.0,17481,dollar,2008-07-04,2008-07-18,2008-07-04
17481,Love for Sale,8August2008,Russ Parr,Russ Parr;Kelly Neilon,Jackie Long;Jason Weaver;Mya, Comedy; Drama, ,"Love for Sale is a romantic comedy about Trey (Jackie Long), a twenty-something delivery guy that can't seem to catch a break. Trey's whole life is in shambles- no money for college, girls ...
                    ;See full summary; »",,Swirl Films,English,106 min,Color,USA, , ,5.8,1000000.0,,,,,17482,dollar,,,2008-08-08
17483,Lower Learning,6July2013, , , , Comedy,school;principal;teacher;vice principal;inspector,,A-B-C... F-U!,Ambush Entertainment;Starz Media,English,97 min,Color,USA, , ,3.9,2000000.0,10October2008,2550.0,10October2008,2550.0,17484,dollar,2008-10-10,2008-10-10,2013-07-06
17487,The Year of Getting to Know Us,24January2008,Patrick Sisam,Patrick Sisam;Rick Velleu,Tom Arnold;Armando Acevedo;Holland Hayes, Comedy; Drama, ,"A commitment-phobic man reunites with his estranged, ailing father and comes to terms with his own childhood.",,Grand Army Entertainment;Holly Wiersma Productions;Ring Productions,English,90 min,Color,USA, , ,4.8,,,,,,17488,dollar,,,2008-01-24
17492,A Quiet Little Marriage,18October2008,Mo Perkins,Cy Carter;Mary Elizabeth Ellis,Mary Elizabeth Ellis;Cy Carter;Jimmi Simpson, Drama, ,"A woman (Mary Elizabeth Ellis) believes that a baby will solve all her problems, but her husband (Cy Carter) resists fatherhood.","You call it madness, but they call it love.",Quiet Little Films,English, ,Color,USA, , ,6.3,,,,,,17493,dollar,,,2008-10-18
17493,Standard Operating Procedure,29May2008,Errol Morris, ,Megan Ambuhl Graner;Javal Davis;Ken Davis, Documentary; Crime; War,abu ghraib;torture;prison;abuse;slow motion,Errol Morris examines the incidents of abuse and torture of suspected terrorists at the hands of U.S. forces at the Abu Ghraib prison.,I wouldn't recommend a vacation to Iraq anytime soon,Participant Media;Sony Pictures Classics,English,116 min,Color,USA,Dolby Digital, ,7.5,,25April2008,14108.0,25July2008,228830.0,17494,dollar,2008-04-25,2008-07-25,2008-05-29
17496,Idiots and Angels,14January2009,Bill Plympton, , , Animation; Comedy; Drama; Fantasy,dark;no dialogue,"Angel is a selfish, abusive, morally bankrupt man who hangs out as his local bar, berating the other patrons. One day, Angel mysteriously wakes up with a pair of wings on his back. The ...
                    ;See full summary; »",,Bill Plympton Studios,None,78 min,Color,USA, , ,7.1,125000.0,,,,,17497,dollar,,,2009-01-14
17501,Valentino: The Last Emperor,8May2009,Matt Tyrnauer, ,Valentino Garavani;Giancarlo Giammetti;Nati Abascal, Documentary,fashion;character name in title,A look at the life of legendary fashion designer Valentino.,,Acolyte Films,English,96 min,Color,USA,Dolby Digital, ,7.2,,20March2009,21762.0,28August2009,1755134.0,17502,dollar,2009-03-20,2009-08-28,2009-05-08
17505,Exit Speed,26August2008,Scott Ziehl, ,Desmond Harrington;Lea Thompson;Julie Mond, Thriller,texas;bus;motorbike;deserter;murder,"On Christmas Eve, ten strangers board a bus traveling across Texas. Far out in the wilds they collide with a meth-addicted biker. Forced off the road by other members of the gang, the ...
                    ;See full summary; »","To Survive, 10 Strangers Must Do The Unthinkable...",Sabbatical Pictures,English, ,Color,USA, , ,5.3,3750000.0,,,,,17506,dollar,,,2008-08-26
17509,The Boy Next Door,14November2008, , , , Short; Drama; Romance,valium;male prostitute;homosexual;pill;undressing,,,Sunfire Images,English,14 min,Color,USA, , ,6.3,,,,,,17510,dollar,,,2008-11-14
17514,Billy: The Early Years,10October2008,Robby Benson,William Paul McKay;Jana Lyn Rutledge,J. Thomas Bailey;Dan Beene;Cliff Bemis, Biography; Drama,billy graham;baptist preacher;born again christian;prayer;church,The early life of American Evangelist Billy Graham.,You know who he is. Now find out how he got there.,Solex Productions;American Trademark Pictures;821 Entertainment Group,English,98 min,Color,USA, , ,6.9,,10October2008,192042.0,17October2008,320876.0,17515,dollar,2008-10-10,2008-10-17,2008-10-10
17520,The Glitch,29August2008,Joe Fordham, ,Scott Charles;Elizabeth Newman;Scott Gerard, Short; Sci-Fi,bathroom;mirror;digital;remote control;broken bottle,"A digital short movie in which an insomniac urbanite is visited by a stranger in his bathroom mirror, challenging his perception of reality and his mental health.",There is nothing wrong with your computer.,Flashfilms,English, ,Color,USA, , ,7.6,8500.0,,,,,17521,dollar,,,2008-08-29
17523,Nora's Hair Salon II,13May2008, , , , Comedy,hair salon;sequel;black cast;second part;independent film,,,Nora's Hair Salon,English,80 min,Color,USA,Dolby, ,3.5,1200000.0,,,,,17524,dollar,,,2008-05-13
17535,Big Heart City,13June2008,Ben Rodkin, ,Shawn Andrews;Seymour Cassel;Desi Lydic, Drama,search;disappearance;gambler,"A recidivist horse better in search of his missing girlfriend discovers that though circumstances seem to indicate that something horrible has occurred, something entirely beyond his ...
                    ;See full summary; »",, ,English,84 min,Color,USA,Stereo, ,6.6,,,,,,17536,dollar,,,2008-06-13
17544,Mexican Gangster,1November2008, , , , Action, ,,,Griego Talent Management;Amadeus Pictures,English,89 min,Color;Color,USA, , ,4.9,1000000.0,,,,,17545,dollar,,,2008-11-01
17545,American Crude,3June2008,Craig Sheffer,Jeff Winiski;Mike Diiorio,Raymond J. Barry;Aaron Brumfield;Gino Cabanas, Comedy; Drama,prostitution;revenge;lesbian kiss;sex in bed;prostitute,The paths of several eccentric and troubled strangers cross one night.,Four lives collide in one crazy night.,Kramer Management;Sheffer/Kramer Productions,English, ,Color,USA, , ,3.8,10000000.0,,,,,17546,dollar,,,2008-06-03
17549,Excision,20September2008, , , , Short; Horror,surgery;neglect;daughter,,, ,English, ,Color;Color,USA, , ,7.1,,,,,,17550,dollar,,,2008-09-20
17552,Dog Tags,10April2008, , , , Drama; Romance,male full frontal nudity;gay;marine;single mother;pool,,,New Media Entertainment LLC,English, ,Color,USA, , ,5.7,,,,,,17553,dollar,,,2008-04-10
17553,Conjurer,25November2008, , , , Horror; Thriller,death;spirit;moving;photographer;cabin,,,Carrollton Film Partners;Red Five Entertainment,English,100 min,Color,USA, , ,4.9,,,,,,17554,dollar,,,2008-11-25
17556,Explicit Ills,6March2009,Mark Webber, ,Paul Dano;Rosario Dawson;Naomie Harris, Drama; Romance,poverty;kiss;photograph;cemetery;funeral,"A drama of four interconnecting stories revolving around love, drugs and poverty in Philadelphia.",One voice will change everything.,Mangusta Productions;Bluhammock Productions;Exoskeleton,English, ,Color,USA,Dolby Digital,54,5.9,1500000.0,6March2009,9125.0,20March2009,28564.0,17557,dollar,2009-03-06,2009-03-20,2009-03-06
17562,Bryan Loves You,23September2008, , , , Horror,cult;evil man;murder;character name in title,,Have you met Bryan?,Landau Motion Pictures,English,92 min,Color,USA,Stereo, ,2.2,1000000.0,,,,,17563,dollar,,,2008-09-23
17564,Brothel,27February2008,Amy Waddell, ,Serena Scott Thomas;Brett Cullen;Christian Martin, Drama; Horror, ,"After her lover commits suicide, Julianne runs away from her life in the city and moves in the small ghost town of Jerome, Arizona. She purchases an abandoned brothel from the turn of the ...
                    ;See full summary; »",,Mount Parnassus Pictures,English,96 min,Color,USA, , ,4.3,,,,,,17565,dollar,,,2008-02-27
17565,Scourge,31January2008, , , , Horror; Mystery; Sci-Fi,parasite;fire;taser;alcohol;blood,,You are what it eats,PHD Productions,English,92 min,Color,USA,Dolby Digital, ,4.2,1500000.0,,,,,17566,dollar,,,2008-01-31
17568,Shades of Ray,18October2008,Jaffar Mahmood, ,Zachary Levi;Fran Kranz;Sarah Shahi, Comedy; Drama; Romance,character name in title,"Ray's half Pakistani and half white. When his parents' marriage dissolves, Ray's perspective of Ms. Right falls deeply into question.",Life's not always brown or white., ,English,86 min,Color,USA, , ,7.2,,,,,,17569,dollar,,,2008-10-18
17574,Under Still Waters,11January2013,Carolyn Miller, ,Lake Bell;Jason Biondo;Jason Clarke, Drama; Thriller,bare breasts;walking in the woods;wristwatch;getting a tattoo;speedboat,A young married couple encounters a stranger who threatens their marriage and their lives.,Some secrets are impossible to keep.,Perfect Weekend,English,85 min,Color,USA, , ,5.1,,,,,,17575,dollar,,,2013-01-11
17576,Pageant,26December2008, ,Ron Davis;Stewart Halpern-Fingerhut,Carl Glorioso;Victor Bowling;Robert Martin, Documentary,performance;man in drag;female impersonator;behind the scenes;beauty pageant,A portrait of five men competing in the Miss Gay America pageant.,,Cineaste Productions;Docutainment Films,English,85 min,Color,USA, , ,6.3,500000.0,,,,,17577,dollar,,,2008-12-26
17578,Watercolors,15November2009,David Oliveras, ,Tye Olson;Kyle Clare;Ellie Araiza, Drama; Romance,gay lead character;gay interest;high school principal;swim coach;hate crime,"A story about two classmates - one smart and openly gay and the other school swimming star. They grow as friends and discover their attraction to each other. This story has been told many ...
                    ;See full summary; »",Only art can turn something painful into something beautiful,SilverLight Entertainment,English,106 min,Color,USA, , ,6.2,1200000.0,22January2010,3207.0,26March2010,5343.0,17579,dollar,2010-01-22,2010-03-26,2009-11-15
17580,Blue Gold: World Water Wars,16January2010,Sam Bozzo,Maude Barlow;Sam Bozzo,Jim Olson;Tony Clarke;Maude Barlow, Documentary,color in title,"Wars of the future will be fought over water as they are over oil today, as the source of human survival enters the global marketplace and political arena. Corporate giants, private ...
                    ;See full summary; »",It's not the money. It's the power.,Purple Turtle Films,English, ,Color,USA, , ,7.8,,,,,,17581,dollar,,,2010-01-16
17586,The Pleasure of Being Robbed,3October2008,Joshua Safdie,Eleonore Hendricks;Joshua Safdie,Bat 'Batman' Baxter;Alex Billig;Wayne Chin, Drama,mumblecore,"A curious and lost Eleonore looks for something everywhere, even in the bags of strangers who find themselves sadly smiling only well after she's left their lives. They owe her their thanks.",,Red Bucket Films,English,71 min,Color,USA, , ,5.6,,3October2008,7720.0,3October2008,7720.0,17587,dollar,2008-10-03,2008-10-03,2008-10-03
17590,Consuming Kids: The Commercialization of Childhood,29October2008, , , , Documentary,marketing;children;demographics;ethics;childhood,,,Media Education Foundation,English, ,Color,USA, , ,8.0,,,,,,17591,dollar,,,2008-10-29
17591,Pedro,1April2009,Nick Oceano,Dustin Lance Black;Paris Barclay,Alex Loynaz;Justina Machado;Hale Appleman, Drama,aids;mtv;homosexual;in medias res;hiv,"In 1994 Pedro Zamora was the first HIV-positive homosexual to appear in a reality show on MTV. The audience of 'The Real World: San Francisco' identified easily with this intelligent, ...
                    ;See full summary; »",Celebrity. Activist. Icon.,BMP Films,English, ,Color,USA, , ,7.1,,,,,,17592,dollar,,,2009-04-01
17592,Green River,8May2008,Sam Taybi,Justin Beaupre;Andrew Cappelletti,Kristina Hughes;Danielle Franke;Bruce Peterson, Thriller,torture;tied up;splint;shot in the back;rifle,"There is no turning back. Whether we trust our friends, others or ourselves our decision determines the fate of the future. Green River's story deals with the agonizing truth of the actions...
                    ;See full summary; »",,Mayon Film,English, ,Color,USA, , ,3.2,,,,,,17593,dollar,,,2008-05-08
17594,A Good Day to Be Black & Sexy,19January2008,Dennis Dortch, ,Kathryn Taylor;Brandon Valley Jones;Chonte Harris, Drama; Romance,sexuality;jealousy;vignette;adultery;shaky cam,A between-the-sheets peek at Black Love and Sexuality.,,1976 Experience,English, ,Color,USA, , ,5.0,,5December2008,6141.0,5December2008,6141.0,17595,dollar,2008-12-05,2008-12-05,2008-01-19
17598,Contract Killers,29September2011,Justin Rhodes,Ric Moxley;Justin Rhodes,Frida Farrell;Nick Mancuso;Rhett Giles, Action; Thriller,assassin;escape;trinidad;vomiting;swat team,A CIA assassin attempts to break out of the contract killing business to try to lead a normal life.,Trust is such a fragile thing.,Birch Tree Entertainment;Tritan Northstar Entertainment;Galt Alliance Films,English, ,Color,USA, , ,4.7,1000000.0,,,,,17599,dollar,,,2011-09-29
17599,Ball Don't Lie,26April2008,Brin Hill,Brin Hill;Matt de la Peña,Rosanna Arquette;Grayson Boucher;Ludacris, Drama, ,"A skinny high school junior and basketball prodigy from Venice, California burdened with early life tragedy (callous foster care) and Obsessive-Compulsive disorder, Sticky manages to surpass his limits whenever he has a ball in his hands.",,Night and Day Pictures,English, ,Color,USA, , ,5.6,,,,,,17600,dollar,,,2008-04-26
17601,Lovecraft: Fear of the Unknown,24July2008, , , , Documentary,racism;biograph;reenactment;literature,,,Wyrd,English, ,Color,USA, , ,7.3,,,,,,17602,dollar,,,2008-07-24
17603,Swinger,15November2008, , , , Short, ,,, ,English, ,Color,USA, , ,7.9,3500.0,,,,,17604,dollar,,,2008-11-15
17608,A Necessary Death,8March2008, , , , Drama; Thriller,documentary filmmaker;suicidal;found footage;shot to death;shot in the head,,,Brickwall Productions,English,101 min,Color,USA, , ,6.8,,,,,,17609,dollar,,,2008-03-08
17609,Lake City,25April2008, ,Hunter Hill;Perry Moore,Sissy Spacek;Jason Davis;Alina Phelan, Crime; Drama, ,"A desperate young man, on the run from a dangerous drug dealer, returns to his mother, years after a family tragedy drove them far apart, to hide. However, his old and new life are about to collide.",Trouble always finds a way home.,Mark Johnson Productions;Lake City Productions,English,93 min,Color,USA,Dolby Digital, ,6.0,4000000.0,,,,,17610,dollar,,,2008-04-25
17611,Adventures of Power,20January2008,Ari Gold, ,Ari Gold;Michael McKean;Jane Lynch, Comedy; Music,drums;youth;rock music;rock musical;punk rock,"In his quest to become the world's greatest air-drummer, a small-town dreamer must overcome obstacles and ridicule to save the day.",Imagine that.,Grack Films;Andrea Sperling Productions;SpaceTime Films,English,89 min,Color,USA,Dolby, ,6.4,2500000.0,9October2009,4254.0,27November2009,17196.0,17612,dollar,2009-10-09,2009-11-27,2008-01-20
17615,Goliath,21January2008, , , , Comedy,cat;character name in title,,, ,English,80 min,Color,USA, , ,5.2,,,,,,17616,dollar,,,2008-01-21
17620,A Timeless Call,27August2008, , , , Documentary; Short,propaganda;three word title,,,Allentown Productions;Jinks/Cohen Company,English,7 min,Color,USA,Dolby Digital, ,6.0,,,,,,17621,dollar,,,2008-08-27
17626,Tuning In,2September2008, , , , Documentary,channeling;spirituality;new age,,Spirit Channelers in America,Mouska Media,English, ,Color,USA, , ,7.3,500000.0,,,,,17627,dollar,,,2008-09-02
17629,Vice,7May2008, , , , Crime; Drama; Mystery; Thriller,one night stand;male nudity;male frontal nudity;brothel madam;lesbian,,It's a dirty job,Arcview Entertainment;Stage 18 Pictures,English,99 min,Color,USA,Dolby Digital,55,5.0,4500000.0,,,,,17630,dollar,,,2008-05-07
17634,Witch Hunt,2November2008, , , , Documentary; Crime,prison;civil rights;child molestation;false accusation;estrangement,,Some convictions are criminal,KTF Films,English,91 min,Color;Color,USA,Dolby Digital;Dolby SR, ,7.5,,,,,,17635,dollar,,,2008-11-02
17641,Roman Polanski: Wanted and Desired,11December2008, , , , Documentary; Crime,girl;13 year old;sentencing;media;media frenzy,,The truth couldn't fit in the headlines.,HBO Documentary Films;Graceful Pictures;British Broadcasting Corporation (BBC),English,99 min, Black and White;Color,USA,Dolby Digital, ,7.3,,11July2008,4613.0,26September2008,59192.0,17642,dollar,2008-07-11,2008-09-26,2008-12-11
